Relation	Catalogue ARK	Repository	Shelfmark	Title	Language	Creator	Date	Digitised by	Source images	Metadata Source	Format	Type	Gallica
http://catalogue.bnf.fr/ark:/12148/cb30958511x	ark:/12148/cb30958511x	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4154	Dépit amoureux comedie, representée sur le theatre du Palais Royal. De J. B. P. Moliere	français	Molière	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610784x	[8]-135 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610784x
http://catalogue.bnf.fr/ark:/12148/cb30958541v	ark:/12148/cb30958541v	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4156	L'Escole des femmes. Comedie. Par I. B. P. Moliere	français	Molière	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610785b	[1] f. de front. gr. s. c., [10], 93 [i. e. 95] p. : front. gr. s. c. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610785b
http://catalogue.bnf.fr/ark:/12148/cb30958556w	ark:/12148/cb30958556w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4160	L'Escole des maris, comedie, de J. B. P. Moliere. Representée sur le theatre du Palais Royal.	français	Molière	1661	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86107875	[6] f., 65, [5] p. : front. gr. s. c. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86107875
http://catalogue.bnf.fr/ark:/12148/cb30958579j	ark:/12148/cb30958579j	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4164	L'estourdy ou Les Contre-temps, comedie. Representée sur le Theatre du Palais-Royal. Par J. B. P. Moliere.	français	Molière	1663	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610788k	[10], 117, [1] p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610788k
http://catalogue.bnf.fr/ark:/12148/cb30958601w	ark:/12148/cb30958601w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4168	Les femmes savantes , comédie, par J.-B. P. Molière	français	Molière	1672	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610790n	2 ff. n. ch.-92 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610790n
http://catalogue.bnf.fr/ark:/12148/cb309585248	ark:/12148/cb309585248	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4172	Le festin de pierre , comédie par J.-B. P. de Molière, édition nouvelle et toute différente de celle qui a paru jusqu'à présent	français	Molière	1683	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86107912	2 ff. non ch.-72 p. : pl. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86107912
http://catalogue.bnf.fr/ark:/12148/cb30958636j	ark:/12148/cb30958636j	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4174	Les Fourberies de Scapin, comédie par J.-B. P. Molière	français	Molière	1671	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610792g	In-12, 2 ff. n. ch., 123 p. et le privilège. (Lacroix, 22.)	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610792g
http://catalogue.bnf.fr/ark:/12148/cb30958651f	ark:/12148/cb30958651f	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4175	George Dandin, ou le Mary confondu, comédie par J.-B. P. de Molière	français	Molière	1669	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610793w	In-12, 2 ff. non ch., 155 (sic pour 154 p.). (Lacroix, 18.)	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610793w
http://catalogue.bnf.fr/ark:/12148/cb30958678g	ark:/12148/cb30958678g	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4179	Le Malade imaginaire [version orale], comédie en trois actes [de Molière] mêlez de danses et de musique. - Le Malade imaginaire [prologue et intermèdes]	français	Molière	1674	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86107949	2 parties en 1 vol. in-12. (Lacroix, 26.)	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86107949
http://catalogue.bnf.fr/ark:/12148/cb301574549	ark:/12148/cb301574549	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4180	L'Ombre de Molière . Comedie	français	Brécourt	1674	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610795q	[8]-98 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610795q
http://catalogue.bnf.fr/ark:/12148/cb30958835r	ark:/12148/cb30958835r	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4193	Monsieur de Pourceaugnac , comedie. Faite à Chambord, pour le divertissement du Roy. Par J.B.P. Moliere	français	Molière	1670	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610798z	[8]-136 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610798z
http://catalogue.bnf.fr/ark:/12148/cb30958943n	ark:/12148/cb30958943n	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4209	Le tartuffe, ou L'imposteur , comédie par J.-B. P. de Molière	français	Molière	1669	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610800k	11 ff. non ch.-96 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610800k
http://catalogue.bnf.fr/ark:/12148/cb311694335	ark:/12148/cb311694335	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3204	La Thébayde, ou les Frères ennemis, tragédie [de J. Racine]	français	Racine, Jean	1664	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610808w	In-12, 4 ff. non ch., 70 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610808w
http://catalogue.bnf.fr/ark:/12148/cb31169150x	ark:/12148/cb31169150x	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3208	Britannicus , tragédie [de J. Racine]	français	Racine, Jean	1670	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610812s	8 ff. non ch.-80 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610812s
http://catalogue.bnf.fr/ark:/12148/cb31169124c	ark:/12148/cb31169124c	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3210	Bajazet, tragédie, par Mr Racine	français	Racine, Jean	1672	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610814m	In-12, 4 ff. non ch., 99 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610814m
http://catalogue.bnf.fr/ark:/12148/cb31169321w	ark:/12148/cb31169321w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3211	Mithridate , tragédie par M. Racine	français	Racine, Jean	1673	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86108151	5 ff. non ch.-81 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86108151
http://catalogue.bnf.fr/ark:/12148/cb31169276w	ark:/12148/cb31169276w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3212	Iphigénie , tragédie par M. Racine	français	Racine, Jean	1675	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610816f	6 ff. non ch.-72 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610816f
http://catalogue.bnf.fr/ark:/12148/cb31169345w	ark:/12148/cb31169345w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3213	Phèdre et Hippolyte , tragédie par M. Racine	français	Racine, Jean	1677	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8610817v	5 ff. non ch.-78 p. : pl. de C. Le Brun, gravé par Le Clerc ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8610817v
http://catalogue.bnf.fr/ark:/12148/cb31169206q	ark:/12148/cb31169206q	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3214	Esther, tragédie tirée de l'Escriture sainte	français	Racine, Jean	1689	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86108188	[14]-86-[4] p., [1] f. de planche (frontispice) : ill. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86108188
http://catalogue.bnf.fr/ark:/12148/cb30463778w	ark:/12148/cb30463778w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, YE-7700	L'entretien des illustres bergers . Par N. Frenicle	français	Frénicle, Nicolas	1634	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86133580	[16]-430-[1-1 bl.] p. : ill. ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86133580
http://catalogue.bnf.fr/ark:/12148/cb39333929p	ark:/12148/cb39333929p	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arsenal, 8-BL-15406	Le martyre de sainte Reyne d'Alise , tragedie. Composée par un religieux de l'abbaye de Flavigny, où repose le corps de sainte Reine. Premiere edition	français		1687	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8614585w	64 p. : ill ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8614585w
http://catalogue.bnf.fr/ark:/12148/cb34804166g	ark:/12148/cb34804166g	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RESP-YE-2543	Œuvres / du sieur Theophile. Seconde partie.		Viau, Théophile de	1623	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8619667v	[2]-224 (i.e. 244)-[4 bl.] p., sig. A-P⁸ Q⁴ ; 8°, 17 cm.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8619667v
http://catalogue.bnf.fr/ark:/12148/cb33628260k	ark:/12148/cb33628260k	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3444	Tragi-comédie des enfans de Turlupin, malheureux de nature , où l'on void les fortunes dudit Turlupin, le mariage d'entre luy et la Boulonnoise, et autres mille plaisantes joyeusetez qui trompent la morne oisiveté	français		1620	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86197053	[35 p.] ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86197053
http://catalogue.bnf.fr/ark:/12148/cb424183650	ark:/12148/cb424183650	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-3445	Tragi-comedie plaisante et facetieuse. Intitulée la subtilité de Fanfreluche &amp; Gaudichon, &amp; comme il fut emporté par le Diable	français		16??	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8619706h	32 p. ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8619706h
http://catalogue.bnf.fr/ark:/12148/cb32586844f	ark:/12148/cb32586844f	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RESP-YF-549	Clorinde : comédie/de Rotrou	français	Rotrou, Jean de	1637	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622099v	[8] - 94 p., sign. []⁽1, *⁽2, []⁽1, A-M⁽4 ; 4°, 22 cm.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622099v
http://catalogue.bnf.fr/ark:/12148/cb30971162f	ark:/12148/cb30971162f	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES P-YF-445 (1)	La femme juge et partie . Comedie. Par A. J. Montfleury	français	Montfleury	1669	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86221039	[12]-84 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86221039
http://catalogue.bnf.fr/ark:/12148/cb309711764	ark:/12148/cb309711764	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES P-YF-445 (2)	Le gentilhomme de Beauce , comedie. Par A. J. Mont-Fleury	français	Montfleury	1670	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622104q	[24]-98 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622104q
http://catalogue.bnf.fr/ark:/12148/cb309711733	ark:/12148/cb309711733	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES P-YF-445 (3)	La Fille capitaine, comédie, par A.-J. Montfleury	français	Montfleury	1672	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86221054	In-12, pièces limin., 100 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86221054
http://catalogue.bnf.fr/ark:/12148/cb33624900p	ark:/12148/cb33624900p	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4448	Le Théâtre italien ou le recueil de toutes les scènes françoises qui ont esté jouées sur le théâtre italien de l'Hostel de Bourgogne	français		1694	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622109s	In-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622109s
http://catalogue.bnf.fr/ark:/12148/cb31251874w	ark:/12148/cb31251874w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-362 (1)	Cosroes. Tragedie. De monsieur de Rotrou.	français	Rotrou, Jean de	1649	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622110f	[4]-112 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622110f
http://catalogue.bnf.fr/ark:/12148/cb31251841x	ark:/12148/cb31251841x	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-363	La pelerine amoureuse, tragi-comedie de Rotrou.	français	Rotrou, Jean de	1637	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622111v	[4]-115 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622111v
http://catalogue.bnf.fr/ark:/12148/cb312518699	ark:/12148/cb312518699	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-364	L'Heureux naufrage, tragi-comédie de Rotrou	français	Rotrou, Jean de	1637	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86221128	In-4° , II-99 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86221128
http://catalogue.bnf.fr/ark:/12148/cb31251900m	ark:/12148/cb31251900m	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-365	L'Innocente infidélité, tragi-comédie de Rotrou...	français	Rotrou, Jean de	1638	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622113p	In-4° , II-93 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622113p
http://catalogue.bnf.fr/ark:/12148/cb308628282	ark:/12148/cb308628282	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-685	Le Roland furieux, tragicomedie de Mairet	français	Mairet, Jean	1640	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622115h	[12]I-108 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622115h
http://catalogue.bnf.fr/ark:/12148/cb31251850w	ark:/12148/cb31251850w	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-686	Le Belissaire tragedie, de Mr de Rotrou.	français	Rotrou, Jean de	1644	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622116x	[8]-122 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622116x
http://catalogue.bnf.fr/ark:/12148/cb31251858n	ark:/12148/cb31251858n	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-687	Celie ou Le Vice-roy de Naples, tragi-comedie. Par Monsieur de Rotrou.	français	Rotrou, Jean de	1646	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622117b	[4]-111 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622117b
http://catalogue.bnf.fr/ark:/12148/cb31251915n	ark:/12148/cb31251915n	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-688	La soeur , comédie de M. de Rotrou	français	Rotrou, Jean de	1647	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622118r	II-130 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622118r
http://catalogue.bnf.fr/ark:/12148/cb312518846	ark:/12148/cb312518846	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-287	"Dom Bernard de Cabrère, tragi-comédie de Rotrou [avec une ""Élégie"" de l'auteur à Mazarin]"	français	Rotrou, Jean de	1648	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86221195	In-4° , 120 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86221195
http://catalogue.bnf.fr/ark:/12148/cb31251855m	ark:/12148/cb31251855m	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-290	La Celiane, tragi-comedie de Rotrou.	français	Rotrou, Jean de	1637	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622122n	[8]-96 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622122n
http://catalogue.bnf.fr/ark:/12148/cb31251882h	ark:/12148/cb31251882h	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, YF-7180	La Diane comédie . Par le Sieur Rotrou. Dédiée à Monsieur le comte de Fiesque	français	Rotrou, Jean de	1635	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b86221269	[12]-163 p. ; in-8	Livre	https://gallica.bnf.fr/ark:/12148/btv1b86221269
http://catalogue.bnf.fr/ark:/12148/cb31251867m	ark:/12148/cb31251867m	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, YF-7181	La Doristée, tragi-comédie du Sr Rotrou	français	Rotrou, Jean de	1635	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622127q	In-8° , pièces limin., 136 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622127q
http://catalogue.bnf.fr/ark:/12148/cb31251895v	ark:/12148/cb31251895v	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-1413	L'Heureuse constance , tragi-comédie de Rotrou,...	français	Rotrou, Jean de	1636	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8622133f	In-4° , VI-103 p.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8622133f
http://catalogue.bnf.fr/ark:/12148/cb30271434t	ark:/12148/cb30271434t	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-604	Andromède : tragédie représentée avec les machines sur le Théâtre royal de Bourbon / [de P. Corneille]	français	Corneille, Pierre	1651	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8623307z	5 ff. non ch.-124 p. : front. et 6 pl. gr. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8623307z
http://catalogue.bnf.fr/ark:/12148/cb30958721s	ark:/12148/cb30958721s	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-4185	Le mariage forcé. Comedie. Par I. B. P. de Moliere	français	Molière	1668	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8626162d	[4]-91 p. ; in-12	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8626162d
http://catalogue.bnf.fr/ark:/12148/cb335395255	ark:/12148/cb335395255	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-V-498	Les plaisirs de l'isle enchantée , course de bague : collation ornée de machines ; comédie, meslée de danse et de musique, ballet du palais d'Alcine ; feu d'artifice : et autres festes galantes et magnifiques, faites par le Roy à Versailles, le VII. may M.DC.LXIV et continuées plusieurs autres jours	français	Benserade, Isaac de	1673	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8626216h	91 p. : pl. ; in-fol.	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8626216h
http://catalogue.bnf.fr/ark:/12148/cb31251918p	ark:/12148/cb31251918p	Bibliothèque nationale de France	Bibliothèque nationale de France, département Réserve des livres rares, RES-YF-1518	Les sosies, comedie de Rotrou.	français	Rotrou, Jean de	1638	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/btv1b8626230s	[8]-126 p. ; in-4	Livre	https://gallica.bnf.fr/ark:/12148/btv1b8626230s
http://catalogue.bnf.fr/ark:/12148/cb386931591	ark:/12148/cb386931591	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RE-4296	L'Aminte,... pastorale fidellement traduite de l'italien en vers françois [par Vion Dalibray]...	français	Tasse, Le	1632	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12801807	12 ff. n. ch. et 158 p. : 6 pl. gr. (en cahiers dans 1 carton) ; monté en in-8 °, in-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12801807
http://catalogue.bnf.fr/ark:/12148/cb38650187q	ark:/12148/cb38650187q	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-1697 (1)	Oeuvres de Corneille. Première [-Troisième] partie	français	Corneille, Pierre	1652	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12801963	3 vol. : front. daté 1654 et portrait gr. ; In-12	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12801963
http://catalogue.bnf.fr/ark:/12148/cb302716393	ark:/12148/cb302716393	Bibliothèque nationale de France	Bibliothèque nationale de France, département Arts du spectacle, RESERVE 8-RF-1942	Horace, tragédie (par P. Corneille)	français	Corneille, Pierre	1647	Bibliothèque nationale de France		http://oai.bnf.fr/oai2/OAIHandler?verb=GetRecord&metadataPrefix=oai_dc&identifier=oai:bnf.fr:gallica/ark:/12148/bpt6k12802899	In-12, 44 ff. non ch., 76 p. (Picot, 18.)	Livre	https://gallica.bnf.fr/ark:/12148/bpt6k12802899
